,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
5247,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Villa 40/RCA Records,C,Major,4 beats,0.666,0.83,0.0751,0.0123,0.0,0.191,0.702,-5.715,113.03,236002,45,222298679
5248,BTS,Dionysus,BIGHIT MUSIC,G,Major,4 beats,0.502,0.91,0.107,0.04,0.0,0.319,0.588,-2.769,176.084,249215,2,16177886
5249,"Nicky Jam, J Balvin, Maluma, Ozuna",X (feat. Maluma & Ozuna) - Remix,Sony Music Latin,A,Minor,4 beats,0.663,0.696,0.103,0.0561,3.77e-05,0.0778,0.738,-4.957,180.113,235747,19,134146384
5250,Leah Kate,10 Things I Hate About You,Leah Kate /10K Projects / MDDN,G#/Ab,Major,4 beats,0.544,0.786,0.0501,0.00991,0.0,0.169,0.446,-2.97,153.967,157138,7,43939041
5251,"Sofía Reyes, Rita Ora, Anitta",R.I.P. (feat. Rita Ora & Anitta),WEA Latina,G#/Ab,Minor,4 beats,0.764,0.752,0.0711,0.18,0.0,0.0701,0.698,-3.713,100.066,187200,6,45951558
5252,"BoyWithUke, blackbear",IDGAF (with blackbear),Republic Records,F,Major,4 beats,0.783,0.75,0.078,0.426,0.0,0.241,0.88,-5.762,97.953,140665,5,31292493
5253,"Tory Lanez, T-Pain",Jerry Sprunger (with T-Pain),Mad Love/Interscope Records,C,Minor,4 beats,0.76,0.746,0.227,0.137,0.0,0.0905,0.449,-5.331,100.011,233546,1,6740180
5254,"Octavian, Skepta",Papi Chulo,Black Butter,B,Minor,4 beats,0.866,0.563,0.108,0.185,0.0,0.0889,0.307,-6.964,127.954,161668,4,22703419
5255,"KIDS SEE GHOSTS, Louis Prima",4th Dimension,"Getting Out Our Dreams, Inc./Def Jam Recordings",C#/Db,Major,4 beats,0.765,0.542,0.39,0.278,1.87e-05,0.609,0.734,-6.755,171.945,153351,2,15317236
5256,Tame Impala,The Less I Know The Better,Universal Music Australia Pty. Ltd.,E,Major,4 beats,0.64,0.74,0.0284,0.0115,0.00678,0.167,0.785,-4.083,116.879,216320,52,247985624
5257,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,2019 Casablanca Records & One World Music | Distributed by GLAD Empire,B,Minor,4 beats,0.817,0.672,0.299,0.441,0.0,0.13,0.774,-5.612,93.999,332240,16,95855837
5258,Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",UME - Global Clearing House,D,Major,4 beats,0.652,0.583,0.322,0.0165,1.65e-06,0.042,0.401,-8.302,180.042,202227,13,95033781
5259,Cardi B,Bodak Yellow,Atlantic/KSR,B,Minor,4 beats,0.926,0.703,0.103,0.0659,0.0,0.231,0.485,-6.337,125.022,223713,46,52244957
5260,Taylor Swift,seven,Taylor Swift,E,Major,4 beats,0.596,0.488,0.0274,0.9,2.7e-05,0.091,0.415,-10.769,94.926,208907,3,33283059
5261,OneRepublic,Run,Mosley Music/Interscope Records,B,Minor,4 beats,0.682,0.72,0.0382,0.321,0.0,0.205,0.649,-8.176,116.988,168260,23,44108977
5262,BTS,Make It Right,BIGHIT MUSIC,G,Major,4 beats,0.638,0.703,0.444,0.0104,0.0,0.132,0.261,-7.874,105.766,226321,2,18462064
5263,Superstar Pride,PAINTING PICTURES,Tha Lights Global,B,Minor,4 beats,0.956,0.515,0.337,0.305,0.0,0.156,0.69,-9.962,119.937,122070,4,16947464
5264,Conan Gray,Maniac,Republic Records,G#/Ab,Major,4 beats,0.628,0.639,0.0435,0.00162,0.0,0.354,0.493,-5.46,108.045,185773,28,86584811
5265,Post Malone,Wrapped Around Your Finger,Mercury Records/Republic Records,D,Major,4 beats,0.744,0.628,0.0287,0.0493,0.0,0.317,0.539,-5.435,119.966,193565,1,9990763
5266,"Lizzo, Cardi B",Rumors (feat. Cardi B),Nice Life/Atlantic,E,Minor,4 beats,0.827,0.731,0.088,0.13,0.0,0.418,0.607,-5.524,118.992,172833,6,54106792
5267,"Drake, Playboi Carti",Pain 1993 (with Playboi Carti),OVO,F,Minor,4 beats,0.825,0.373,0.108,0.163,0.0,0.368,0.12,-5.532,77.271,149078,3,35521891
5268,The Chainsmokers,Honest,Disruptor Records/Columbia,C,Minor,4 beats,0.673,0.514,0.0465,0.0121,8.5e-05,0.385,0.312,-10.772,100.035,208000,1,5195372
5269,Flo Rida,My House,Poe Boy/Atlantic,G,Minor,4 beats,0.688,0.702,0.0499,0.0215,0.0,0.128,0.74,-4.792,94.006,192191,1,2673597
5270,Daddy Yankee,Dura,El Cartel Records (EC3),C#/Db,Major,4 beats,0.783,0.84,0.051,0.174,0.0,0.412,0.839,-3.416,95.001,200480,31,40460883
5271,Juice WRLD,Face 2 Face,Grade A Productions/Interscope Records,A,Major,4 beats,0.711,0.72,0.0308,0.0948,0.0,0.101,0.437,-4.532,155.997,124558,1,8231904
5272,"The Chainsmokers, Kelsea Ballerini",This Feeling,Disruptor Records/Columbia,C#/Db,Major,4 beats,0.539,0.651,0.0432,0.0651,0.0,0.0662,0.474,-5.304,105.159,199227,12,25386327
5273,Kanye West,Off The Grid,Rock The World/IDJ/Kanye LP7,G#/Ab,Major,4 beats,0.546,0.64,0.37,0.0438,0.0,0.137,0.63,-5.582,137.728,339250,6,5331984
5274,"DJ Khaled, Calvin Harris, Travis Scott, Jeremih",Don't Quit (feat. Travis Scott & Jeremih),Epic/We The Best,G,Minor,4 beats,0.652,0.827,0.0445,0.015,0.0,0.432,0.659,-3.98,100.011,229147,1,7335678
5275,Don Toliver,What You Need,Cactus Jack / WeRunIt Ent. / Atlantic,A#/Bb,Minor,4 beats,0.664,0.655,0.0461,0.059,2.4e-05,0.17,0.13,-7.327,129.987,217609,1,5346005
5276,Tyga,Ayy Macarena,Columbia/Last Kings Records,D,Major,4 beats,0.816,0.629,0.226,0.133,0.0,0.0692,0.714,-5.568,96.493,131607,18,158415798
5277,Shawn Mendes,If I Can't Have You,Island Records,D,Major,4 beats,0.692,0.809,0.0602,0.524,0.0,0.147,0.864,-4.198,123.911,190800,12,248333427
5278,"Labrinth, Zendaya",I’m Tired (with Zendaya) - Bonus Track,Columbia,C,Minor,4 beats,0.375,0.133,0.0352,0.651,0.0,0.0695,0.192,-10.624,131.721,187944,5,41802983
5279,Stray Kids,S-Class,Republic Records - Stray Kids,F,Minor,4 beats,0.886,0.781,0.333,0.0895,0.0,0.0715,0.672,-1.837,104.996,195689,3,28651870
5280,The Weeknd,Take My Breath - Single Version,XO / Republic Records,G#/Ab,Major,4 beats,0.747,0.739,0.0487,0.0106,2.22e-05,0.101,0.523,-6.008,120.996,220196,21,230305512
5281,"Dreamville, J. Cole, Lute, DaBaby",Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville/Interscope Records,C,Major,4 beats,0.691,0.64,0.369,0.511,0.0,0.409,0.163,-6.441,138.672,202040,1,7594957
5282,Superstar Pride,PAINTING PICTURES,Tha Lights Global,B,Minor,4 beats,0.954,0.477,0.347,0.475,0.0,0.211,0.665,-11.171,119.923,122741,5,8980645
5283,"Daddy Yankee, Anuel AA",Adictiva,El Cartel Records (EC3),E,Minor,4 beats,0.788,0.771,0.0563,0.291,5.62e-05,0.172,0.701,-3.206,99.038,207853,27,202658149
5284,"J Balvin, Jeon, Anitta",Machika,UMLE - Latino,A,Major,4 beats,0.615,0.833,0.39,0.0524,0.0,0.171,0.538,-3.377,212.117,181733,14,90885626
5285,XXXTENTACION,vice city,Columbia,A,Minor,4 beats,0.853,0.467,0.195,0.00596,0.00171,0.203,0.329,-6.843,87.023,220709,1,5507522
5286,Taylor Swift,hoax,Taylor Swift,G#/Ab,Major,4 beats,0.662,0.181,0.0415,0.966,3.86e-06,0.133,0.429,-15.065,118.819,220043,2,17899475
5287,Post Malone,Wow.,Republic Records,B,Minor,4 beats,0.833,0.539,0.178,0.163,2.1e-06,0.101,0.385,-7.399,99.947,149520,37,658544359
5288,Drake,Nothings Into Somethings,Cash Money Records/Young Money Ent./Universal Rec.,B,Minor,4 beats,0.766,0.234,0.159,0.332,0.00156,0.358,0.256,-7.544,96.882,153725,3,18643040
5289,Juice WRLD,Fast,Grade A Productions/Interscope Records,C#/Db,Minor,4 beats,0.623,0.608,0.0434,0.426,0.0,0.105,0.263,-5.937,84.98,208518,4,41079875
5290,"Ed Sheeran, Taylor Swift",The Joker And The Queen (feat. Taylor Swift),Atlantic Records UK,C,Major,4 beats,0.528,0.309,0.0329,0.924,2.1e-06,0.282,0.307,-7.398,133.83,185422,4,36487844
5291,Labrinth,Still Don't Know My Name,Masterworks,F,Major,1,0.316,0.63,0.117,0.471,0.262,0.205,0.313,-5.963,89.643,153294,20,132424975
5292,Taylor Swift,Delicate,"Big Machine Records, LLC",A,Minor,4 beats,0.75,0.404,0.0682,0.216,0.000357,0.0911,0.0499,-10.178,95.045,232253,12,92974391
5293,Morgan Wallen,Thought You Should Know,Big Loud Records / Republic Records,F#/Gb,Major,4 beats,0.529,0.695,0.0278,0.488,1.24e-05,0.142,0.514,-6.174,139.993,215572,1,7030983
5294,"Headie One, AJ Tracey, Stormzy",Ain't It Different (feat. AJ Tracey & Stormzy),Relentless Records,E,Minor,4 beats,0.767,0.569,0.216,0.00988,1.45e-05,0.109,0.524,-6.805,77.052,196363,4,19362176
5295,Travis Scott,SKELETONS,Cactus Jack / Epic,C,Minor,4 beats,0.46,0.686,0.0367,0.00146,0.0,0.375,0.252,-5.948,148.054,145588,2,15918390
5296,Lil Xan,Betrayed,Columbia,A#/Bb,Minor,4 beats,0.823,0.419,0.165,0.416,0.0,0.105,0.277,-10.358,119.958,187453,22,143329586
5297,Ariana Grande,love language,Republic Records,A#/Bb,Minor,4 beats,0.688,0.573,0.208,0.0686,0.0,0.0749,0.553,-5.03,110.034,179861,1,9399230
5298,"Kendrick Lamar, Beth Gibbons",Mother I Sober (feat. Beth Gibbons of Portishead),pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,G#/Ab,Minor,4 beats,0.492,0.369,0.329,0.87,2.85e-05,0.11,0.491,-14.861,140.012,406528,1,10212763
5299,Drake,Signs,Cash Money Records/Young Money Ent./Universal Rec.,C,Major,4 beats,0.794,0.735,0.054,0.108,0.00578,0.112,0.223,-4.204,107.374,234373,2,29742580
5300,Bad Bunny,La Difícil,Rimas Entertainment LLC,G#/Ab,Minor,4 beats,0.685,0.848,0.0858,0.0861,7.14e-06,0.0783,0.761,-4.561,179.87,163084,21,231781751
5301,Frank Ocean,Chanel,Blonded,C,Minor,4 beats,0.776,0.503,0.237,0.874,0.0,0.112,0.473,-5.732,110.134,210285,3,13437323
5302,(G)I-DLE,Nxde,Cube Entertainment,E,Minor,4 beats,0.726,0.91,0.179,0.0413,7.81e-06,0.479,0.648,-1.948,135.966,178453,4,30418198
5303,"Taylor Swift, HAIM","no body, no crime (feat. HAIM)",Taylor Swift,G,Minor,4 beats,0.547,0.613,0.0264,0.431,0.0,0.102,0.528,-7.577,79.011,215627,4,39763555
5304,"DJ Khaled, Nipsey Hussle, John Legend",Higher (feat. Nipsey Hussle & John Legend),Epic/We The Best,G,Major,4 beats,0.351,0.956,0.245,0.0949,0.0,0.226,0.446,-1.996,83.655,176875,1,6818858
5305,Adele,When We Were Young,XL Recordings,D#/Eb,Major,4 beats,0.376,0.595,0.0496,0.303,0.0,0.095,0.265,-5.936,144.361,290900,9,66354246
5306,"The Chainsmokers, ROZES",Roses,Disruptor Records/Columbia,E,Major,4 beats,0.716,0.806,0.0466,0.0361,0.00413,0.244,0.347,-7.602,100.033,225800,6,20036413
5307,"Pop Smoke, Quavo",Aim For The Moon (feat. Quavo),Victor Victor Worldwide,B,Major,4 beats,0.713,0.605,0.107,0.497,3.46e-06,0.115,0.432,-7.487,142.025,175756,1,9011502
5308,Lana Del Rey,Mariners Apartment Complex,Polydor Records,A,Major,4 beats,0.531,0.252,0.028,0.763,0.000133,0.104,0.159,-12.765,76.054,247150,2,5308425
5309,The Weeknd,Take My Breath - Single Version,XO / Republic Records,G#/Ab,Major,4 beats,0.748,0.74,0.0484,0.0107,2.18e-05,0.101,0.518,-6.01,121.004,220196,1,26610944
5310,"Logic, Ansel Elgort",Killing Spree,Def Jam Recordings,C#/Db,Minor,4 beats,0.856,0.757,0.145,0.029,0.0,0.105,0.191,-5.782,124.069,206613,1,3726948
5311,PinkPantheress,Just for Me,Parlophone UK,C,Major,4 beats,0.796,0.625,0.0645,0.653,0.00348,0.187,0.641,-7.218,133.035,115801,3,16897571
5312,"Jonas Blue, Dakota",Fast Car,Positiva,A,Major,4 beats,0.459,0.587,0.0785,0.453,0.0,0.307,0.581,-6.983,113.901,212424,10,34652363
5313,"Alonzo, Ninho, Naps",TOUT VA BIEN (feat. Ninho & Naps),ONLY PRO,D#/Eb,Minor,4 beats,0.66,0.72,0.0753,0.301,0.0,0.226,0.628,-5.874,99.937,192960,1,5892932
5314,Travis Scott,NO BYSTANDERS,Cactus Jack / Epic,C#/Db,Major,4 beats,0.731,0.811,0.0712,0.0204,0.0,0.411,0.426,-3.225,147.045,218284,3,24087387
5315,"Tyler, The Creator",DOGTOOTH,Columbia,G#/Ab,Major,4 beats,0.706,0.648,0.324,0.505,0.0,0.215,0.802,-6.348,77.533,161041,3,30086234
5316,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,F#/Gb,Minor,4 beats,0.702,0.825,0.0601,0.00883,0.0,0.0674,0.915,-3.787,102.977,203064,5,40335119
5317,"Southside, Future, Travis Scott",Hold That Heat (feat. Travis Scott),Epic,D,Major,4 beats,0.744,0.608,0.0442,0.0295,0.0,0.397,0.0692,-6.386,130.045,221538,1,5338777
5318,Shouse,Love Tonight (Edit),Hell Beach,F,Minor,4 beats,0.727,0.681,0.0265,0.00214,0.000307,0.0861,0.448,-7.114,123.028,241970,20,162606400
5319,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,F,Minor,4 beats,0.736,0.727,0.0571,0.0584,1.91e-06,0.0976,0.644,-4.642,94.048,229065,23,102567524
5320,DaBaby,BOP,South Coast Music Group/Interscope Records,B,Major,4 beats,0.769,0.787,0.367,0.189,0.0,0.129,0.836,-3.909,126.77,159715,43,349204717
5321,"Tiago PZK, Trueno",Salimo de Noche,WM Chile,D,Major,4 beats,0.669,0.628,0.0526,0.294,1.83e-05,0.124,0.784,-4.177,83.803,177857,17,123950882
5322,Eminem,Castle,Aftermath,G,Major,4 beats,0.657,0.826,0.293,0.0228,0.000554,0.0967,0.26,-4.544,85.064,254760,1,4931650
5323,Ed Sheeran,Castle on the Hill,Atlantic Records UK,D,Major,4 beats,0.461,0.834,0.0989,0.0232,1.14e-05,0.14,0.471,-4.868,135.007,261154,56,529821512
5324,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,G#/Ab,Major,4 beats,0.77,0.899,0.0494,0.222,1.14e-06,0.0894,0.851,-2.981,128.05,231604,11,79224736
5325,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,F#/Gb,Minor,4 beats,0.556,0.661,0.204,0.3,0.0,0.101,0.668,-5.052,168.56,178148,1,43029667
5326,Panic! At The Disco,Dancing's Not a Crime,DCD2 / Fueled By Ramen,F#/Gb,Major,4 beats,0.526,0.891,0.0482,0.0375,0.0,0.375,0.804,-1.549,94.095,219467,1,4166609
5327,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,A#/Bb,Major,4 beats,0.8,0.585,0.0924,0.264,0.0,0.153,0.779,-7.343,126.058,213400,54,335855240
5328,Ed Sheeran,How Would You Feel (Paean),Atlantic Records UK,A,Major,4 beats,0.617,0.439,0.0269,0.424,0.0,0.127,0.242,-5.63,139.979,280533,10,80793232
5329,Ed Sheeran,Bad Habits,Atlantic Records UK,B,Minor,4 beats,0.808,0.897,0.0348,0.0469,3.14e-05,0.364,0.591,-3.712,126.026,231041,18,596189578
5330,"Khalid, A Boogie Wit da Hoodie",Right Back (feat. A Boogie Wit Da Hoodie),"Right Hand Music Group, LLC/RCA Records",F,Minor,4 beats,0.786,0.428,0.31,0.0933,1.1e-06,0.156,0.556,-10.011,97.001,255000,7,38937459
5331,Gunna,Speed It Up,300 Entertainment,G,Major,4 beats,0.912,0.587,0.0582,0.0394,0.01,0.111,0.435,-7.395,143.027,179022,1,4840005
5332,"Avicii, Sandro Cavazza",Without You (feat. Sandro Cavazza),Universal Music AB,D,Major,4 beats,0.662,0.858,0.0428,0.00163,0.0,0.0456,0.295,-4.844,133.993,181673,45,30070260
5333,347aidan,Dancing in My Room,Columbia,G#/Ab,Minor,4 beats,0.98,0.413,0.101,0.671,7.95e-05,0.17,0.764,-11.052,119.993,180139,3,14275400
5334,My Chemical Romance,The Foundations of Decay,Reprise,C#/Db,Minor,4 beats,0.363,0.67,0.0552,0.000582,0.548,0.317,0.198,-6.652,150.15,360760,1,6859683
5335,"Lil Baby, Gunna, Lil Durk, NAV",Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",A#/Bb,Minor,4 beats,0.859,0.506,0.418,0.105,0.0,0.113,0.153,-8.115,140.973,187465,1,5041350
5336,Nicki Minaj,Barbie Dreams,Young Money/Cash Money Records,G#/Ab,Minor,4 beats,0.85,0.787,0.338,0.313,0.0,0.194,0.7,-4.134,87.983,279867,3,19020635
5337,"Bebe Rexha, Lil Wayne",The Way I Are (Dance with Somebody) [feat. Lil Wayne],Warner Records,D,Major,4 beats,0.466,0.659,0.115,0.00282,0.0,0.273,0.36,-6.077,186.169,187787,6,22748615
5338,Justin Bieber,E.T.A.,RBMG/Def Jam,E,Minor,4 beats,0.465,0.494,0.066,0.49,0.0,0.127,0.457,-7.595,127.298,176733,1,6008945
5339,"A Boogie Wit da Hoodie, Kodak Black",Drowning (feat. Kodak Black),Highbridge The Label,F,Minor,4 beats,0.839,0.81,0.0568,0.501,0.0,0.117,0.814,-5.274,129.014,209269,24,114855747
5340,Quavo,BIGGEST ALLEY OOP,Quality Control Music/Motown Records/Capitol Records,C,Major,4 beats,0.86,0.408,0.189,0.166,0.0,0.111,0.0548,-5.389,75.481,180960,1,4476183
5341,"Kygo, Sasha Alex Sloan",I'll Wait,Kygo,C#/Db,Major,4 beats,0.611,0.651,0.0589,0.144,1.7e-05,0.105,0.351,-6.973,122.983,215361,3,16887953
5342,Olivia Rodrigo,lacy,Olivia Rodrigo PS,D#/Eb,Major,4 beats,0.455,0.379,0.0341,0.803,0.0,0.109,0.413,-7.628,76.967,177212,3,39461852
5343,Dua Lipa,Training Season,Warner Records,F,Minor,4 beats,0.815,0.582,0.0532,0.0365,1.45e-06,0.138,0.671,-4.5,123.03,209488,4,78008141
5344,Portugal. The Man,Feel It Still,Atlantic Records,C#/Db,Minor,4 beats,0.801,0.795,0.0504,0.0417,0.000113,0.0717,0.754,-5.115,79.028,163253,64,503940750
5345,Imagine Dragons,Whatever It Takes,Kid Ina Korner / Interscope,A#/Bb,Minor,4 beats,0.672,0.655,0.0311,0.0362,0.0,0.117,0.556,-5.021,134.945,201240,60,44371502
5346,"Sam Smith, Normani",Dancing With A Stranger (with Normani),Capitol,G#/Ab,Major,4 beats,0.741,0.52,0.0656,0.45,1.97e-06,0.222,0.347,-7.513,102.998,171030,75,697480458
5347,The Goo Goo Dolls,Iris,Warner Records,B,Minor,3 beats,0.315,0.715,0.0362,0.00125,7.97e-06,0.0942,0.497,-8.072,155.925,289533,33,264169742
5348,"Lady Gaga, BLACKPINK",Sour Candy (with BLACKPINK),Interscope Records,A,Minor,4 beats,0.752,0.87,0.0623,0.0604,1.12e-05,0.489,0.784,-3.812,120.006,157707,1,5518032
5349,"Post Malone, Fleet Foxes",Love/Hate Letter To Alcohol (with Fleet Foxes),Mercury Records/Republic Records,E,Minor,4 beats,0.475,0.569,0.0343,0.037,0.00129,0.232,0.0395,-7.073,108.007,183816,1,7726444
5350,Khalid,Present,"Right Hand Music Group, LLC/RCA Records",C#/Db,Major,4 beats,0.684,0.514,0.0327,0.00242,0.0,0.193,0.202,-8.584,88.014,156376,1,5307552
5351,Taylor Swift,Glitch,Taylor Swift,B,Minor,4 beats,0.571,0.477,0.246,0.313,0.0,0.11,0.331,-9.737,140.734,148781,2,24162823
5352,Migos,Gang Gang,"Quality Control Music, LLC",D,Major,4 beats,0.731,0.627,0.0754,0.261,0.0,0.112,0.5,-9.76,90.03,181319,2,11229529
5353,SZA,Special,Top Dawg Entertainment/RCA Records,C,Major,4 beats,0.604,0.199,0.05,0.777,0.0,0.109,0.191,-11.831,76.134,158840,2,21221678
5354,Taylor Swift,You Need To Calm Down,Taylor Swift,D,Major,4 beats,0.771,0.671,0.0553,0.00929,0.0,0.0637,0.714,-5.617,85.026,171360,35,170257621
5355,Alessia Cara,Make It To Christmas,"EP Entertainment, LLC / Def Jam",D,Major,4 beats,0.522,0.522,0.0383,0.13,0.0,0.438,0.305,-7.87,77.072,211013,1,5905949
5356,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,B,Minor,4 beats,0.617,0.635,0.0317,0.0498,1.44e-05,0.164,0.446,-6.769,103.019,247160,198,1501787005
5357,"Camilo, Evaluna Montaner",Machu Picchu,Sony Music Latin,C,Major,4 beats,0.788,0.789,0.124,0.397,0.0,0.226,0.867,-2.39,167.897,179005,10,65984727
5358,Junior H,Y LLORO,WEA Latina,G,Major,4 beats,0.728,0.589,0.0376,0.424,7.78e-06,0.166,0.767,-7.115,77.475,179013,23,236075663
5359,Polo G,Bad Man (Smooth Criminal),Columbia,C,Major,4 beats,0.882,0.662,0.242,0.0124,0.0,0.106,0.57,-6.382,120.034,106000,2,16487100
5360,"David Guetta, Martin Garrix, Brooks",Like I Do,Parlophone (France),C,Minor,4 beats,0.635,0.9,0.0377,0.00664,0.0145,0.37,0.15,-3.719,127.978,202500,23,190243313
5361,Juice WRLD,I Want It,Grade A Productions/Interscope Records,E,Minor,3 beats,0.288,0.638,0.0779,0.133,8.16e-05,0.14,0.147,-6.935,66.424,173114,2,16788144
5362,The Weeknd,Can't Feel My Face,Universal Republic Records,A,Minor,4 beats,0.702,0.77,0.0482,0.124,0.0,0.103,0.593,-5.416,107.951,213520,3,8335084
5363,Daddy Yankee,Que Tire Pa Lante,El Cartel Records (EC3),G,Major,4 beats,0.658,0.901,0.0357,0.0478,0.0,0.12,0.708,-2.814,93.979,210520,20,167198419
5364,"Omar Montes, Bad Gyal",Alocao (With Bad Gyal),Bad Gyal Aftercluv/Interscope,B,Minor,4 beats,0.673,0.752,0.0567,0.214,1.53e-06,0.106,0.699,-4.705,178.005,209320,2,10592239
5365,Juice WRLD,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,A#/Bb,Major,4 beats,0.736,0.67,0.311,0.186,0.0,0.114,0.845,-6.702,130.032,169999,4,38521035
5366,Anne-Marie,2002,Atlantic Records UK,C#/Db,Minor,4 beats,0.697,0.683,0.117,0.0372,0.0,0.137,0.603,-2.881,96.133,186987,16,172869520
5367,"Ozuna, Anuel AA",Bebe (feat. Anuel AA),Rimas Music LLC.,A,Major,4 beats,0.739,0.688,0.157,0.551,0.00118,0.101,0.582,-10.246,169.829,231602,3,9463589
5368,Harry Styles,She,Columbia,C,Major,3 beats,0.535,0.521,0.0272,0.000532,0.371,0.19,0.457,-5.942,140.026,362653,1,9763034
5369,Olivia Rodrigo,brutal,Olivia Rodrigo PS,E,Major,4 beats,0.672,0.526,0.0599,0.0311,1.37e-06,0.28,0.28,-6.446,123.999,143747,20,220725821
5370,"Rudimental, James Arthur",Sun Comes Up (feat. James Arthur),Atlantic Records UK,A#/Bb,Major,4 beats,0.619,0.858,0.0929,0.00791,0.0,0.173,0.23,-5.28,106.017,232627,4,12833526
5371,"J Balvin, Bad Bunny",CUIDAO POR AHÍ,Universal Music Latino / Rimas,E,Minor,4 beats,0.845,0.813,0.077,0.111,0.00241,0.174,0.586,-2.979,90.98,198320,1,5064508
5372,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,C#/Db,Minor,4 beats,0.911,0.712,0.0817,0.0901,2.68e-05,0.0933,0.425,-5.105,92.005,178567,81,1595512799
5373,"Kendrick Lamar, Rihanna",LOYALTY. FEAT. RIHANNA.,Aftermath,A,Minor,4 beats,0.658,0.535,0.0573,0.0265,0.0,0.2,0.419,-8.983,110.684,227360,29,190047623
5374,Ed Sheeran,Bibia Be Ye Ye,Atlantic Records UK,G,Major,4 beats,0.738,0.677,0.0824,0.52,0.0,0.133,0.882,-5.121,127.067,176747,5,38417799
5375,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,C,Major,4 beats,0.699,0.621,0.0369,0.198,0.0,0.104,0.344,-8.739,118.048,171819,2,40350843
5376,ZAYN,Vibez,RCA Records Label,G,Major,4 beats,0.643,0.671,0.0842,0.241,0.0178,0.12,0.297,-7.45,96.924,163347,4,20373713
5377,"Lil Durk, J. Cole",All My Life (feat. J. Cole),Alamo,D#/Eb,Major,4 beats,0.787,0.57,0.225,0.0449,0.0,0.135,0.733,-5.881,142.974,223879,15,151208518
5378,Drake,God's Plan,Cash Money/Drake LP6,G,Major,4 beats,0.755,0.448,0.107,0.0283,3.28e-05,0.514,0.318,-9.587,77.179,198960,23,51804939
5379,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,C,Major,4 beats,0.699,0.541,0.0826,0.0628,0.0,0.0916,0.365,-4.943,98.395,224921,28,312937894
5380,Ed Sheeran,Save Myself,Atlantic Records UK,A#/Bb,Major,4 beats,0.552,0.29,0.0448,0.85,0.0,0.227,0.481,-5.617,78.842,247107,5,36097455
5381,"P!nk, Willow Sage Hart",Cover Me In Sunshine,RCA Records Label,F,Major,4 beats,0.476,0.594,0.135,0.0599,0.0,0.0785,0.314,-6.879,159.702,141050,8,60045066
5382,Bobby Helms,Jingle Bell Rock,Universal Digital Enterprises,D,Major,4 beats,0.729,0.368,0.0435,0.968,0.0,0.0811,0.738,-10.765,119.391,133427,43,117756145
5383,"Khalid, Disclosure",Talk (feat. Disclosure),"Right Hand Music Group, LLC/RCA Records",C,Major,4 beats,0.9,0.4,0.127,0.0516,0.0,0.0599,0.346,-8.575,135.984,197573,51,420282616
5384,"Wisin & Yandel, ROSALÍA",Besos Moja2,Sony Music Latin,F,Minor,4 beats,0.736,0.727,0.0571,0.0584,1.91e-06,0.0976,0.644,-4.642,94.048,229065,11,104307802
5385,Sam Smith,The Thrill Of It All,Capitol,A#/Bb,Major,4 beats,0.496,0.279,0.052,0.81,6.82e-05,0.11,0.103,-9.18,127.053,208903,1,3991190
5386,BROCKHAMPTON,SUGAR,Question Everything/RCA Records,C#/Db,Major,4 beats,0.453,0.538,0.0638,0.449,0.0,0.19,0.516,-8.212,122.973,204533,19,149269919
5387,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",Dura - Remix,El Cartel Records (EC3),C#/Db,Major,4 beats,0.772,0.803,0.0468,0.188,0.0,0.434,0.853,-3.035,94.981,242160,22,149564907
5388,"Post Malone, DaBaby",Enemies (feat. DaBaby),Republic Records,F#/Gb,Major,4 beats,0.542,0.674,0.21,0.0588,0.0,0.0955,0.667,-4.169,76.388,196760,1,25861671
5389,Coi Leray,Players,Uptown / Republic Records,F#/Gb,Major,4 beats,0.954,0.516,0.16,0.03,7.54e-06,0.0504,0.624,-5.817,105.001,139560,22,285516533
5390,Hozier,Almost (Sweet Music),Universal-Island Records Ltd.,G,Major,4 beats,0.523,0.687,0.105,0.0215,2.86e-06,0.203,0.711,-5.601,90.036,217480,2,11114825
